flight_no,origin,destination,departure,arrival,base_price,bag_price,bags_allowed
CC100,EZO,VVH,2021-09-13T10:05:00,2021-09-13T14:10:00,136.0,9,2
CC675,NNB,VVH,2021-09-13T10:10:00,2021-09-13T12:00:00,15.0,9,1
YL826,ZRW,VVH,2021-09-13T11:50:00,2021-09-13T15:20:00,100.0,10,2
CC156,EZO,WUE,2021-09-13T12:45:00,2021-09-13T16:00:00,64.0,9,2
CC714,NNB,WTN,2021-09-13T14:45:00,2021-09-13T17:35:00,41.0,9,1
CC535,ZRW,WUE,2021-09-13T16:45:00,2021-09-13T22:45:00,350.0,9,2
CC808,BPZ,WUE,2021-09-13T17:10:00,2021-09-13T22:40:00,311.0,9,2
JT510,EZO,NNB,2021-09-13T17:50:00,2021-09-13T20:40:00,61.0,11,1
CC675,VVH,NNB,2021-09-13T18:00:00,2021-09-13T19:50:00,15.0,9,1
YL278,BPZ,JBN,2021-09-13T19:00:00,2021-09-13T23:15:00,124.0,10,2
CC100,VVH,EZO,2021-09-13T19:10:00,2021-09-13T23:15:00,136.0,9,2
YL839,WUE,EZO,2021-09-13T21:25:00,2021-09-14T00:40:00,91.0,10,1
YL319,EZO,VVH,2021-09-13T21:50:00,2021-09-14T01:55:00,117.0,10,2
CC714,WTN,NNB,2021-09-13T23:35:00,2021-09-14T02:25:00,41.0,9,1
JT510,NNB,EZO,2021-09-13T23:40:00,2021-09-14T02:30:00,61.0,11,1
CC808,WUE,BPZ,2021-09-14T03:40:00,2021-09-14T09:10:00,311.0,9,2
YL839,EZO,WUE,2021-09-14T03:40:00,2021-09-14T06:55:00,91.0,10,1
YL278,JBN,BPZ,2021-09-14T04:15:00,2021-09-14T08:30:00,124.0,10,2
YL319,VVH,EZO,2021-09-14T06:55:00,2021-09-14T11:00:00,117.0,10,2
JT465,WUE,NNB,2021-09-15T00:15:00,2021-09-15T03:30:00,71.0,11,1
YL471,EZO,JBN,2021-09-15T00:20:00,2021-09-15T02:55:00,31.0,10,1
CC515,WUE,JBN,2021-09-15T00:45:00,2021-09-15T01:55:00,18.0,9,2
CC229,BPZ,VVH,2021-09-15T02:00:00,2021-09-15T06:15:00,126.0,9,2
CC329,EZO,NNB,2021-09-15T02:45:00,2021-09-15T05:35:00,60.0,9,2
JT755,WUE,EZO,2021-09-15T02:55:00,2021-09-15T06:10:00,76.0,11,1
CC515,JBN,WUE,2021-09-15T03:55:00,2021-09-15T05:05:00,18.0,9,2
JT459,NNB,JBN,2021-09-15T04:00:00,2021-09-15T06:05:00,33.0,11,1
CC118,VVH,WTN,2021-09-15T04:40:00,2021-09-15T09:25:00,193.0,9,2
JT512,NNB,VVH,2021-09-15T04:55:00,2021-09-15T06:45:00,27.0,11,1
YL471,JBN,EZO,2021-09-15T04:55:00,2021-09-15T07:30:00,31.0,10,1
JT465,NNB,WUE,2021-09-15T07:30:00,2021-09-15T10:45:00,71.0,11,1
JT467,NNB,WTN,2021-09-15T08:15:00,2021-09-15T11:05:00,45.0,11,1
CC131,JBN,WTN,2021-09-15T08:20:00,2021-09-15T13:00:00,176.0,9,2
CC419,BPZ,NNB,2021-09-15T08:40:00,2021-09-15T11:00:00,39.0,9,2
CC229,VVH,BPZ,2021-09-15T10:15:00,2021-09-15T14:30:00,126.0,9,2
JT459,JBN,NNB,2021-09-15T11:05:00,2021-09-15T13:10:00,33.0,11,1
JT755,EZO,WUE,2021-09-15T11:10:00,2021-09-15T14:25:00,76.0,11,1
CC329,NNB,EZO,2021-09-15T11:35:00,2021-09-15T14:25:00,60.0,9,2
JT512,VVH,NNB,2021-09-15T12:45:00,2021-09-15T14:35:00,27.0,11,1
CC419,NNB,BPZ,2021-09-15T13:00:00,2021-09-15T15:20:00,39.0,9,2
JT106,ZRW,WTN,2021-09-15T13:20:00,2021-09-15T17:00:00,98.0,11,2
CC118,WTN,VVH,2021-09-15T13:25:00,2021-09-15T18:10:00,193.0,9,2
JT467,WTN,NNB,2021-09-15T14:05:00,2021-09-15T16:55:00,45.0,11,1
JT148,EZO,WTN,2021-09-15T15:50:00,2021-09-15T19:25:00,90.0,11,2
YL366,NNB,ZRW,2021-09-15T16:10:00,2021-09-15T19:10:00,47.0,10,2
YL562,WUE,WTN,2021-09-15T17:30:00,2021-09-15T23:15:00,337.0,10,2
CC131,WTN,JBN,2021-09-15T19:00:00,2021-09-15T23:40:00,176.0,9,2
JT106,WTN,ZRW,2021-09-15T20:00:00,2021-09-15T23:40:00,98.0,11,2
YL244,VVH,WTN,2021-09-15T21:20:00,2021-09-16T02:05:00,189.0,10,2
JT148,WTN,EZO,2021-09-15T21:25:00,2021-09-16T01:00:00,90.0,11,2
YL366,ZRW,NNB,2021-09-15T23:10:00,2021-09-16T02:10:00,47.0,10,2
YL562,WTN,WUE,2021-09-16T03:15:00,2021-09-16T09:00:00,337.0,10,2
YL244,WTN,VVH,2021-09-16T04:05:00,2021-09-16T08:50:00,189.0,10,2
CC612,EZO,JBN,2021-09-18T01:05:00,2021-09-18T03:40:00,30.0,9,2
YL714,EZO,WTN,2021-09-18T02:50:00,2021-09-18T06:25:00,100.0,10,2
CC612,JBN,EZO,2021-09-18T09:40:00,2021-09-18T12:15:00,30.0,9,2
JT107,BPZ,VVH,2021-09-18T10:55:00,2021-09-18T15:10:00,156.0,11,2
YL591,NNB,VVH,2021-09-18T10:55:00,2021-09-18T12:45:00,30.0,10,1
YL576,EZO,ZRW,2021-09-18T11:20:00,2021-09-18T17:00:00,310.0,10,2
CC561,WUE,NNB,2021-09-18T12:00:00,2021-09-18T15:15:00,84.0,9,1
CC311,WUE,WTN,2021-09-18T12:20:00,2021-09-18T18:05:00,327.0,9,2
CC211,EZO,ZRW,2021-09-18T12:20:00,2021-09-18T18:00:00,325.0,9,2
YL714,WTN,EZO,2021-09-18T12:25:00,2021-09-18T16:00:00,100.0,10,2
JT448,EZO,JBN,2021-09-18T12:45:00,2021-09-18T15:20:00,47.0,11,1
YL591,VVH,NNB,2021-09-18T14:45:00,2021-09-18T16:35:00,30.0,10,1
JT448,JBN,EZO,2021-09-18T17:20:00,2021-09-18T19:55:00,47.0,11,1
YL774,VVH,JBN,2021-09-18T18:05:00,2021-09-18T19:55:00,13.0,10,2
CC202,WUE,VVH,2021-09-18T18:10:00,2021-09-18T20:50:00,41.0,9,2
JT178,VVH,JBN,2021-09-18T18:15:00,2021-09-18T20:05:00,30.0,11,1
JT107,VVH,BPZ,2021-09-18T19:10:00,2021-09-18T23:25:00,156.0,11,2
CC561,NNB,WUE,2021-09-18T19:15:00,2021-09-18T22:30:00,84.0,9,1
CC311,WTN,WUE,2021-09-18T20:05:00,2021-09-19T01:50:00,327.0,9,2
YL576,ZRW,EZO,2021-09-18T21:00:00,2021-09-19T02:40:00,310.0,10,2
YL774,JBN,VVH,2021-09-18T22:55:00,2021-09-19T00:45:00,13.0,10,2
YL690,BPZ,ZRW,2021-09-18T23:30:00,2021-09-19T02:40:00,73.0,10,1
CC211,ZRW,EZO,2021-09-19T00:00:00,2021-09-19T05:40:00,325.0,9,2
JT178,JBN,VVH,2021-09-19T00:05:00,2021-09-19T01:55:00,30.0,11,1
CC202,VVH,WUE,2021-09-19T01:50:00,2021-09-19T04:30:00,41.0,9,2
YL690,ZRW,BPZ,2021-09-19T06:40:00,2021-09-19T09:50:00,73.0,10,1
